,0,1,10,2,3,4,5,6,7,8,9,Snack_G,Snack_UG,Testung,VP-Code,endtime,starttime
MISSES,0,0,0,0,0,0,0,0,0,0,0,Snack_Moehren.JPG,Kinder_Riegel.JPG,1,136,2019-02-14 15:44:30.804354,2019-02-14 15:39:25.279542
RT,3.8761476753279567,4.796650945441797,5.561153588583693,6.605836907401681,3.7275228339713067,3.4098858665674925,7.7414166228845716,3.4240013679955155,7.2216987502761185,2.1462800472509116,6.716248557437211,Snack_Moehren.JPG,Kinder_Riegel.JPG,1,136,2019-02-14 15:44:30.804354,2019-02-14 15:39:25.279542
choice_set,"[[0, 6], [1, 3], [2, 0]]","[[0, 4], [3, 2], [6, 0]]","[[0, 2], [3, 1], [6, 0]]","[[0, 6], [1, 4], [2, 2], [3, 0]]","[[0, 2], [2, 1], [4, 0]]","[[0, 1], [2, 0]]","[[0, 4], [2, 3], [4, 2], [6, 1], [8, 0]]","[[0, 2], [1, 0]]","[[0, 10], [1, 5], [2, 0]]","[[0, 8], [1, 4], [2, 0]]","[[0, 3], [2, 2], [4, 1], [6, 0]]",Snack_Moehren.JPG,Kinder_Riegel.JPG,1,136,2019-02-14 15:44:30.804354,2019-02-14 15:39:25.279542
m,6,12,6,6,4,2,8,2,10,8,6,Snack_Moehren.JPG,Kinder_Riegel.JPG,1,136,2019-02-14 15:44:30.804354,2019-02-14 15:39:25.279542
px,3,2,1,2,1,1,1,2,5,4,1,Snack_Moehren.JPG,Kinder_Riegel.JPG,1,136,2019-02-14 15:44:30.804354,2019-02-14 15:39:25.279542
py,1,3,3,1,2,2,2,1,1,1,2,Snack_Moehren.JPG,Kinder_Riegel.JPG,1,136,2019-02-14 15:44:30.804354,2019-02-14 15:39:25.279542
sbundle,"[0, 6]","[3, 2]","[3, 1]","[1, 4]","[2, 1]","[2, 0]","[2, 3]","[0, 2]","[1, 5]","[1, 4]","[2, 2]",Snack_Moehren.JPG,Kinder_Riegel.JPG,1,136,2019-02-14 15:44:30.804354,2019-02-14 15:39:25.279542
trial_nr,[9],[3],[2],[1],[8],[7],[10],[5],[11],[6],[4],Snack_Moehren.JPG,Kinder_Riegel.JPG,1,136,2019-02-14 15:44:30.804354,2019-02-14 15:39:25.279542
