,0,1,10,2,3,4,5,6,7,8,9,Snack_G,Snack_UG,Testung,VP-Code,endtime,starttime
MISSES,0,0,0,0,0,0,0,0,0,0,0,Snack_Moehren.JPG,Knoppers_Mini.JPG,1,143,2019-02-27 16:09:22.419731,2019-02-27 16:03:38.479792
RT,7.178688086336479,3.160073319100775,7.2298701469553635,3.0487494878470898,1.9972397023811936,1.6819872774649411,3.500871177879162,2.8852353433612734,2.2298883855110034,10.057357535115443,4.574302045977674,Snack_Moehren.JPG,Knoppers_Mini.JPG,1,143,2019-02-27 16:09:22.419731,2019-02-27 16:03:38.479792
choice_set,"[[0, 2], [5, 1], [10, 0]]","[[0, 2], [1, 0]]","[[0, 3], [3, 2], [6, 1], [9, 0]]","[[0, 10], [1, 5], [2, 0]]","[[0, 4], [3, 2], [6, 0]]","[[0, 6], [1, 4], [2, 2], [3, 0]]","[[0, 2], [2, 1], [4, 0]]","[[0, 3], [2, 2], [4, 1], [6, 0]]","[[0, 4], [1, 3], [2, 2], [3, 1], [4, 0]]","[[0, 5], [1, 4], [2, 3], [3, 2], [4, 1], [5, 0]]","[[0, 9], [1, 6], [2, 3], [3, 0]]",Snack_Moehren.JPG,Knoppers_Mini.JPG,1,143,2019-02-27 16:09:22.419731,2019-02-27 16:03:38.479792
m,10,2,9,10,12,6,4,6,4,5,9,Snack_Moehren.JPG,Knoppers_Mini.JPG,1,143,2019-02-27 16:09:22.419731,2019-02-27 16:03:38.479792
px,1,2,1,5,2,2,1,1,1,1,3,Snack_Moehren.JPG,Knoppers_Mini.JPG,1,143,2019-02-27 16:09:22.419731,2019-02-27 16:03:38.479792
py,5,1,3,1,3,1,2,2,1,1,1,Snack_Moehren.JPG,Knoppers_Mini.JPG,1,143,2019-02-27 16:09:22.419731,2019-02-27 16:03:38.479792
sbundle,"[0, 2]","[1, 0]","[3, 2]","[1, 5]","[3, 2]","[2, 2]","[0, 2]","[2, 2]","[2, 2]","[1, 4]","[2, 3]",Snack_Moehren.JPG,Knoppers_Mini.JPG,1,143,2019-02-27 16:09:22.419731,2019-02-27 16:03:38.479792
trial_nr,[6],[10],[11],[5],[7],[8],[3],[4],[1],[2],[9],Snack_Moehren.JPG,Knoppers_Mini.JPG,1,143,2019-02-27 16:09:22.419731,2019-02-27 16:03:38.479792
