,0,1,10,2,3,4,5,6,7,8,9,Snack_G,Snack_UG,Testung,VP-Code,endtime,starttime
MISSES,0,0,0,0,0,0,0,0,0,0,0,Weintrauben.JPG,Knoppers_Mini.JPG,2,234,2019-11-14 16:50:16.781644,2019-11-14 16:49:01.379185
RT,0.7496151374652982,0.41349073220044374,0.7069351612590253,0.6088634915649891,1.0394272403791547,0.616673591779545,2.1739099458791316,0.8997009443119168,0.5883006379008293,2.67868987750262,0.5760933314450085,Weintrauben.JPG,Knoppers_Mini.JPG,2,234,2019-11-14 16:50:16.781644,2019-11-14 16:49:01.379185
choice_set,"[[0, 6], [1, 4], [2, 2], [3, 0]]","[[0, 8], [1, 4], [2, 0]]","[[0, 3], [2, 2], [4, 1], [6, 0]]","[[0, 2], [1, 0]]","[[0, 8], [1, 6], [2, 4], [3, 2], [4, 0]]","[[0, 6], [1, 3], [2, 0]]","[[0, 4], [2, 3], [4, 2], [6, 1], [8, 0]]","[[0, 2], [5, 1], [10, 0]]","[[0, 2], [3, 1], [6, 0]]","[[0, 3], [3, 2], [6, 1], [9, 0]]","[[0, 1], [2, 0]]",Weintrauben.JPG,Knoppers_Mini.JPG,2,234,2019-11-14 16:50:16.781644,2019-11-14 16:49:01.379185
m,6,8,6,2,8,6,8,10,6,9,2,Weintrauben.JPG,Knoppers_Mini.JPG,2,234,2019-11-14 16:50:16.781644,2019-11-14 16:49:01.379185
px,2,4,1,2,2,3,1,1,1,1,1,Weintrauben.JPG,Knoppers_Mini.JPG,2,234,2019-11-14 16:50:16.781644,2019-11-14 16:49:01.379185
py,1,1,2,1,1,1,2,5,3,3,2,Weintrauben.JPG,Knoppers_Mini.JPG,2,234,2019-11-14 16:50:16.781644,2019-11-14 16:49:01.379185
sbundle,"[3, 0]","[2, 0]","[6, 0]","[1, 0]","[4, 0]","[2, 0]","[8, 0]","[10, 0]","[6, 0]","[9, 0]","[2, 0]",Weintrauben.JPG,Knoppers_Mini.JPG,2,234,2019-11-14 16:50:16.781644,2019-11-14 16:49:01.379185
trial_nr,[11],[8],[4],[9],[7],[5],[3],[10],[2],[1],[6],Weintrauben.JPG,Knoppers_Mini.JPG,2,234,2019-11-14 16:50:16.781644,2019-11-14 16:49:01.379185
