,0,1,10,2,3,4,5,6,7,8,9,Snack_G,Snack_UG,Testung,VP-Code,endtime,starttime
MISSES,0,0,0,0,0,0,0,0,0,0,0,Snack_Moehren.JPG,Knoppers_Mini.JPG,3,166,2019-03-28 17:41:17.212012,2019-03-28 17:40:16.032901
RT,1.6252584038302302,1.8640506439842284,2.023418927565217,1.9680499695241451,1.3963127261959016,2.027749454136938,3.312519485130906,3.587587723042816,2.0209812251850963,1.7863667635247111,1.3570307795889676,Snack_Moehren.JPG,Knoppers_Mini.JPG,3,166,2019-03-28 17:41:17.212012,2019-03-28 17:40:16.032901
choice_set,"[[0, 1], [2, 0]]","[[0, 2], [1, 0]]","[[0, 4], [2, 3], [4, 2], [6, 1], [8, 0]]","[[0, 5], [1, 4], [2, 3], [3, 2], [4, 1], [5, 0]]","[[0, 3], [2, 2], [4, 1], [6, 0]]","[[0, 6], [1, 4], [2, 2], [3, 0]]","[[0, 6], [1, 5], [2, 4], [3, 3], [4, 2], [5, 1], [6, 0]]","[[0, 4], [1, 3], [2, 2], [3, 1], [4, 0]]","[[0, 6], [1, 3], [2, 0]]","[[0, 2], [4, 1], [8, 0]]","[[0, 4], [3, 2], [6, 0]]",Snack_Moehren.JPG,Knoppers_Mini.JPG,3,166,2019-03-28 17:41:17.212012,2019-03-28 17:40:16.032901
m,2,2,8,5,6,6,6,4,6,8,12,Snack_Moehren.JPG,Knoppers_Mini.JPG,3,166,2019-03-28 17:41:17.212012,2019-03-28 17:40:16.032901
px,1,2,1,1,1,2,1,1,3,1,2,Snack_Moehren.JPG,Knoppers_Mini.JPG,3,166,2019-03-28 17:41:17.212012,2019-03-28 17:40:16.032901
py,2,1,2,1,2,1,1,1,1,4,3,Snack_Moehren.JPG,Knoppers_Mini.JPG,3,166,2019-03-28 17:41:17.212012,2019-03-28 17:40:16.032901
sbundle,"[2, 0]","[1, 0]","[2, 3]","[1, 4]","[2, 2]","[1, 4]","[3, 3]","[1, 3]","[1, 3]","[4, 1]","[3, 2]",Snack_Moehren.JPG,Knoppers_Mini.JPG,3,166,2019-03-28 17:41:17.212012,2019-03-28 17:40:16.032901
trial_nr,[5],[10],[11],[2],[7],[1],[9],[6],[4],[3],[8],Snack_Moehren.JPG,Knoppers_Mini.JPG,3,166,2019-03-28 17:41:17.212012,2019-03-28 17:40:16.032901
