,0,1,10,2,3,4,5,6,7,8,9,Snack_G,Snack_UG,Testung,VP-Code,endtime,starttime
MISSES,0,0,0,0,0,0,0,0,0,0,0,Snack_Moehren.JPG,Knoppers_Mini.JPG,2,160,2019-03-27 16:55:26.789365,2019-03-27 16:53:48.197155
RT,1.397896063979715,1.2436100794002414,1.7286068391986191,4.72065196139738,1.46378242271021,3.786341685336083,2.7641778010874987,7.747866226825863,2.1249856795184314,1.5741116805002093,3.1044917670078576,Snack_Moehren.JPG,Knoppers_Mini.JPG,2,160,2019-03-27 16:55:26.789365,2019-03-27 16:53:48.197155
choice_set,"[[0, 10], [1, 5], [2, 0]]","[[0, 1], [2, 0]]","[[0, 4], [3, 2], [6, 0]]","[[0, 4], [1, 3], [2, 2], [3, 1], [4, 0]]","[[0, 2], [3, 1], [6, 0]]","[[0, 3], [2, 2], [4, 1], [6, 0]]","[[0, 6], [1, 3], [2, 0]]","[[0, 6], [1, 5], [2, 4], [3, 3], [4, 2], [5, 1], [6, 0]]","[[0, 4], [1, 2], [2, 0]]","[[0, 2], [1, 0]]","[[0, 6], [1, 4], [2, 2], [3, 0]]",Snack_Moehren.JPG,Knoppers_Mini.JPG,2,160,2019-03-27 16:55:26.789365,2019-03-27 16:53:48.197155
m,10,2,12,4,6,6,6,6,4,2,6,Snack_Moehren.JPG,Knoppers_Mini.JPG,2,160,2019-03-27 16:55:26.789365,2019-03-27 16:53:48.197155
px,5,1,2,1,1,1,3,1,2,2,2,Snack_Moehren.JPG,Knoppers_Mini.JPG,2,160,2019-03-27 16:55:26.789365,2019-03-27 16:53:48.197155
py,1,2,3,1,3,2,1,1,1,1,1,Snack_Moehren.JPG,Knoppers_Mini.JPG,2,160,2019-03-27 16:55:26.789365,2019-03-27 16:53:48.197155
sbundle,"[2, 0]","[2, 0]","[6, 0]","[4, 0]","[6, 0]","[2, 2]","[2, 0]","[5, 1]","[2, 0]","[1, 0]","[3, 0]",Snack_Moehren.JPG,Knoppers_Mini.JPG,2,160,2019-03-27 16:55:26.789365,2019-03-27 16:53:48.197155
trial_nr,[8],[11],[5],[2],[6],[1],[3],[4],[10],[7],[9],Snack_Moehren.JPG,Knoppers_Mini.JPG,2,160,2019-03-27 16:55:26.789365,2019-03-27 16:53:48.197155
